date,transect,L1_location_cm,L2_location_cm,L3_location_cm,L4_location_cm,L4_diameter_cm,slope_degrees
4/18/2022,t15,4589,,,,,
4/18/2022,t15,4590,,,,,
4/18/2022,t15,4595,,,,,
4/18/2022,t15,4597,,,,,
4/18/2022,t15,4597,,,,,
4/18/2022,t15,4599,,,,,
4/18/2022,t15,4600,,,,,
4/18/2022,t15,4601,,,,,
4/18/2022,t15,4602,,,,,
4/18/2022,t15,4615,,,,,
4/18/2022,t15,4628,,,,,
4/18/2022,t15,4630,,,,,
4/18/2022,t15,4631,,,,,
4/18/2022,t15,4639,,,,,
4/18/2022,t15,4654,,,,,
4/18/2022,t15,4654,,,,,
4/18/2022,t15,4654,,,,,
4/18/2022,t15,4654,,,,,
4/18/2022,t15,4654,,,,,
4/18/2022,t15,4673,,,,,
4/18/2022,t15,4691,,,,,
4/18/2022,t15,4692,,,,,
4/18/2022,t15,4696,,,,,
4/18/2022,t15,4728,,,,,
4/18/2022,t15,4753,,,,,
4/18/2022,t15,5040,,,,,
4/18/2022,t15,5041,,,,,
4/18/2022,t15,5042,,,,,
4/18/2022,t15,5042,,,,,
4/18/2022,t15,5042,,,,,
4/18/2022,t15,5048,,,,,
4/18/2022,t15,5052,,,,,
4/18/2022,t15,5053,,,,,
4/18/2022,t15,5055,,,,,
4/18/2022,t15,5058,,,,,
4/18/2022,t15,5068,,,,,
4/18/2022,t15,5077,,,,,
4/18/2022,t15,5077,,,,,
4/18/2022,t15,5076,,,,,
4/18/2022,t15,5076,,,,,
4/18/2022,t15,5081,,,,,
4/18/2022,t15,5083,,,,,
4/18/2022,t15,5087,,,,,
4/18/2022,t15,5089,,,,,
4/18/2022,t15,5095,,,,,
4/18/2022,t15,5101,,,,,
4/18/2022,t15,5103,,,,,
4/18/2022,t15,5107,,,,,
4/18/2022,t15,5109,,,,,
4/18/2022,t15,5111,,,,,
4/18/2022,t15,5115,,,,,
4/18/2022,t15,5124,,,,,
4/18/2022,t15,5129,,,,,
4/18/2022,t15,5130,,,,,
4/18/2022,t15,5140,,,,,
4/18/2022,t15,5146,,,,,
4/18/2022,t15,5153,,,,,
4/18/2022,t15,5159,,,,,
4/18/2022,t15,5167,,,,,
4/18/2022,t15,5168,,,,,
4/18/2022,t15,5170,,,,,
4/18/2022,t15,5175,,,,,
4/18/2022,t15,5175,,,,,
4/18/2022,t15,5184,,,,,
4/18/2022,t15,5184,,,,,
4/18/2022,t15,5188,,,,,
4/18/2022,t15,5189,,,,,
4/18/2022,t15,5191,,,,,
4/18/2022,t15,5192,,,,,
4/18/2022,t15,5204,,,,,
4/18/2022,t15,5205,,,,,
4/18/2022,t15,5207,,,,,
4/18/2022,t15,5208,,,,,
4/18/2022,t15,5208,,,,,
4/18/2022,t15,5213,,,,,
4/18/2022,t15,5213,,,,,
4/18/2022,t15,5214,,,,,
4/18/2022,t15,5214,,,,,
4/18/2022,t15,5216,,,,,
4/18/2022,t15,5216,,,,,
4/18/2022,t15,5216,,,,,
4/18/2022,t15,5218,,,,,
4/18/2022,t15,5219,,,,,
4/18/2022,t15,5219,,,,,
4/18/2022,t15,5219,,,,,
4/18/2022,t15,5220,,,,,
4/18/2022,t15,5222,,,,,
4/18/2022,t15,5223,,,,,
4/18/2022,t15,5225,,,,,
4/18/2022,t15,5226,,,,,
4/18/2022,t15,5227,,,,,
4/18/2022,t15,5229,,,,,
4/18/2022,t15,5229,,,,,
4/18/2022,t15,5229,,,,,
4/18/2022,t15,5229,,,,,
4/18/2022,t15,5230,,,,,
4/18/2022,t15,5231,,,,,
4/18/2022,t15,5231,,,,,
4/18/2022,t15,5233,,,,,
4/18/2022,t15,5233,,,,,
4/18/2022,t15,5234,,,,,
4/18/2022,t15,5234,,,,,
4/18/2022,t15,5235,,,,,
4/18/2022,t15,5235,,,,,
4/18/2022,t15,5236,,,,,
4/18/2022,t15,5237,,,,,
4/18/2022,t15,5238,,,,,
4/18/2022,t15,5239,,,,,
4/18/2022,t15,5239,,,,,
4/18/2022,t15,5240,,,,,
4/18/2022,t15,5241,,,,,
4/18/2022,t15,5242,,,,,
4/18/2022,t15,5245,,,,,
4/18/2022,t15,5245,,,,,
4/18/2022,t15,5251,,,,,
4/18/2022,t15,5253,,,,,
4/18/2022,t15,5254,,,,,
4/18/2022,t15,5255,,,,,
4/18/2022,t15,5257,,,,,
4/18/2022,t15,5258,,,,,
4/18/2022,t15,5258,,,,,
4/18/2022,t15,5258,,,,,
4/18/2022,t15,5260,,,,,
4/18/2022,t15,5275,,,,,
4/18/2022,t15,5275,,,,,
4/18/2022,t15,5277,,,,,
4/18/2022,t15,5277,,,,,
4/18/2022,t15,5278,,,,,
4/18/2022,t15,5279,,,,,
4/18/2022,t15,5280,,,,,
4/18/2022,t15,5281,,,,,
4/18/2022,t15,5282,,,,,
4/18/2022,t15,5282,,,,,
4/18/2022,t15,5283,,,,,
4/18/2022,t15,5284,,,,,
4/18/2022,t15,5286,,,,,
4/18/2022,t15,5285,,,,,
4/18/2022,t15,5290,,,,,
4/18/2022,t15,5295,,,,,
4/18/2022,t15,5299,,,,,
4/18/2022,t15,5299,,,,,
4/18/2022,t15,5302,,,,,
4/18/2022,t15,5315,,,,,
4/18/2022,t15,5317,,,,,
4/18/2022,t15,5319,,,,,
4/18/2022,t15,5320,,,,,
4/18/2022,t15,5322,,,,,
4/18/2022,t15,5326,,,,,
4/18/2022,t15,5327,,,,,
4/18/2022,t15,5330,,,,,
4/18/2022,t15,5331,,,,,
4/18/2022,t15,5334,,,,,
4/18/2022,t15,5336,,,,,
4/18/2022,t15,5337,,,,,
4/18/2022,t15,5344,,,,,
4/18/2022,t15,5347,,,,,
4/18/2022,t15,5346,,,,,
4/18/2022,t15,5351,,,,,
4/18/2022,t15,5352,,,,,
4/18/2022,t15,5353,,,,,
4/18/2022,t15,5353,,,,,
4/18/2022,t15,5354,,,,,
4/18/2022,t15,5355,,,,,
4/18/2022,t15,5357,,,,,
4/18/2022,t15,5359,,,,,
4/18/2022,t15,5358,,,,,
4/18/2022,t15,5361,,,,,
4/18/2022,t15,5364,,,,,
4/18/2022,t15,5368,,,,,
4/18/2022,t15,5366,,,,,
4/18/2022,t15,5372,,,,,
4/18/2022,t15,5373,,,,,
4/18/2022,t15,5374,,,,,
4/18/2022,t15,5375,,,,,
4/18/2022,t15,5376,,,,,
4/18/2022,t15,5377,,,,,
